date,type,category,description,amount
2015-06-14,revenue,Subscription Income,Monthly subscription charge,6768.51
2023-04-07,revenue,Wholesale Revenue,Consulting engagement,17507.95
2025-03-01,expense,Cost of Goods Sold (COGS),Conference registration,6953.19
2020-07-07,expense,Cost of Goods Sold (COGS),Contractor payment,8559.75
2025-10-27,Rev,Other Revenue,Q1 client invoice,7184.52
2022-02-22,expense,Salaries & Wages,Office rent payment,N/A
2020-05-14,expense,,Conference registration,5224.57
2021-11-22,revenue,Affiliate / Referral Revenue,License renewal,19412.86
2023-05-21,expense,Marketing & Advertising,,9789.0
2018-01-25,expense,Cost of Goods Sold (COGS),Google Ads campaign,9219.33
2021-08-08,REVENUE,Service Revenue,Product bundle sale,9986.48
2021-11-17,expense,Marketing & Advertising,Office supplies,8763.01
2023-01-05,revenue,Service Revenue,License renewal,6445.53
2024-08-09,Revenue,Wholesale Revenue,Project milestone payment,2900.63
2025-08-26,revenue,Other Revenue,Project milestone payment,14939.48
2020-06-13,revenue,Wholesale Revenue,Wholesale shipment,24111.15
2020-06-13,revenue,Wholesale Revenue,Wholesale shipment,24111.15
2020-11-29,expense,,Legal retainer fee,13578.14
2024-08-15,revenue,cost of goods,License renewal,17238.85
2023-05-20,expense,Marketing & Advertising,Printing & postage,13012.58
2020-12-26,revenue,Consulting / Retainers,Consulting engagement,19870.33
2022-09-18,revenue,Subscription Income,Retainer fee,9227.64
2025-09-06,expense,Rent / Office Space,Travel & lodging,5761.65
2023-04-30,revenue,Wholesale Revenue,Digital download sale,203.11
2021-12-21,expense,Other Expense,Office supplies,3789.23
2022-07-24,revenue,Service Revenue,Annual subscription,18891.07
2025-08-10,expense,Rent / Office Space,Accounting services,13124.98
2020-10-28,revenue,Product Sales,Service contract payment,14562.31
2022-08-20,revenue,COGS,Annual subscription,15378.22
2021-12-22,expense,Salaries & Wages,Software license renewal,333.27
2021-12-31,EXPENSE,Cost of Goods Sold (COGS),Printing & postage,4252.33
2021-04-29,revenue,,Project milestone payment,7353.01
2025-04-06,EXPENSE,Marketing & Advertising,Software license renewal,28.83
2024-11-06,expense,Software & Subscriptions,Insurance premium,11912.41
2021-06-30,expense,Rent / Office Space,Travel & lodging,8034.56
2025-03-10,Costs,Service Revenue,Annual subscription,13443.62
2024-09-27,expense,Cost of Goods Sold (COGS),Utilities bill,11983.02
2025-08-30,expense,Software & Subscriptions,Monthly payroll,5448.52
2024-03-17,revenue,advertising,Affiliate payout received,14059.21
2024-08-06,revenue,Other Revenue,  Service contract payment  ,22766.23
2022-01-07,revenue,Affiliate / Referral Revenue,Monthly subscription charge,9407.62
2027-07-16,expense,Marketing & Advertising,Office rent payment,12646.27
15/02/2020,expense,Other Expense,Monthly payroll,6474.62
2022-04-01,expense,Other Expense,Office rent payment,13882.98
2022-01-15,expense,Software & Subscriptions,Legal retainer fee,11595.22
2020-02-18,revenue,Other Revenue,Digital download sale,20124.9
2025-01-11,revenue,Subscription Income,Product bundle sale,18717.68
2024-01-16,EXPENSE,Other Expense,Travel & lodging,13805.41
2023-01-09,expense,Rent / Office Space,Software license renewal,
2021-07-27,other,Salaries & Wages,Equipment purchase,7948.4
2021-07-22,expense,Other Expense,Printing & postage,11221.31
2025-07-26,expense,Salaries & Wages,Accounting services,13966.68
2022-10-18,expense,Other Expense,Monthly payroll,294.76
2024-06-11,revenue,Subscription Income,Digital download sale,21215.9
2021-03-02,revenue,Online / Digital Sales,Annual subscription,21313.18
2020-03-28,debit,Subscription Income,Affiliate payout received,9410.72
2019-09-22,expense,Other Expense,Accounting services,10504.87
2023-03-28,expense,Software & Subscriptions,Google Ads campaign,2519.05
04/24/2020,expense,Other Expense,Accounting services,9651.64
2017-06-24,revenue,Affiliate / Referral Revenue,Project milestone payment,21674.53
2023-11-17,revenue,Subscription Income,Annual subscription,"$4,584.86"
2021-08-30,revenue,Wholesale Revenue,Referral commission,3292.7
2025-08-13,Income,Other Expense,Office supplies,10026.82
2023-10-20,expense,Marketing & Advertising,Travel & lodging,6941.02
2025-03-31,expense,,Equipment purchase,4719.04
2020-06-20,expense,Software & Subscriptions,Office rent payment,"$3,691.09"
2024-12-15,revenue,Consulting / Retainers,Annual subscription,-3456.3
2023-01-30,expense,Rent / Office Space,Insurance premium,3987.4
2027-09-18,expense,Rent / Office Space,Legal retainer fee,189.05
2021-04-22,revenue,Subscription Income,Enterprise agreement,10623.09
2020-10-21,expense,Other Expense,,1451.53
"Nov 18, 2020",expense,Software & Subscriptions,Printing & postage,1021.1
2023-02-28,revenue,Subscription Income,Online store order,4820.11
2021-12-23,revenue,Wholesale Revenue,Q1 client invoice,16353.08
2025-11-18,expense,Professional Services (Legal/Accounting),Equipment purchase,"$13,610.26"
2020-07-25,expense,Rent / Office Space,Accounting services,10596.11
2026-03-22,revenue,Online / Digital Sales,Service contract payment,5322.84
2023-10-04,expense,Salaries & Wages,Contractor payment,12603.78
2022-01-05,revenue,Affiliate / Referral Revenue,Monthly subscription charge,-19941.57
2022-07-26,revenue,Other Revenue,Enterprise agreement,12492.6
2026-07-05,expense,Cost of Goods Sold (COGS),Utilities bill,12176.35
2023-02-26,expense,Professional Services (Legal/Accounting),Travel & lodging,(3210.96)
2025-08-11,REVENUE,Other Revenue,Digital download sale,6942.57
2024-09-11,revenue,Consulting / Retainers,  Q1 client invoice  ,4542.8
2023-06-20,revenue,Product Sales,Monthly subscription charge,18100.25
2021-12-27,revenue,Service Revenue,Consulting engagement,
2020-09-11,revenue,cost of goods,Affiliate payout received,3778.7
2024-03-08,revenue,Service Revenue,Monthly subscription charge,1493.44
2021-12-06,revenue,Other Revenue,Service contract payment,"$18,082.38"
22/04/2020,expense,Rent / Office Space,Software license renewal,2860.78
2020-12-23,expense,Software & Subscriptions,Conference registration,10634.31
2022-09-15,expense,Professional Services (Legal/Accounting),Utilities bill,8831.24
2024-10-19,revenue,Consulting / Retainers,Affiliate payout received,19554.07
2020-02-26,EXPENSE,Marketing & Advertising,Utilities bill,6581.17
2023-02-26,revenue,Service Revenue,Service contract payment,12390.66
2025-10-11,revenue,Wholesale Revenue,Online store order,6103.3
2020-11-27,Costs,Rent / Office Space,Equipment purchase,2698.32
"Dec 14, 2022",revenue,Service Revenue,Referral commission,5762.91
2023-01-29,revenue,Wholesale Revenue,Affiliate payout received,4663.37
2016-01-21,expense,Software & Subscriptions,AWS hosting bill,6207.69
2022-08-23,revenue,Consulting / Retainers,Monthly subscription charge,20834.97
2022-08-14,revenue,rent,License renewal,22557.6
2024-07-13,Costs,Software & Subscriptions,Travel & lodging,3307.91
2020-07-07,revenue,Wholesale Revenue,Enterprise agreement,10643.22
2022-09-03,REVENUE,Product Sales,Online store order,4737.87
2024-07-03,expense,Marketing & Advertising,Accounting services,-12123.22
2023-10-22,revenue,Consulting / Retainers,Annual subscription,(23260.46)
2020-02-08,expense,Salaries & Wages,Utilities bill,"$3,507.28"
2026-10-07,revenue,Online / Digital Sales,Retainer fee,19358.28
2023-11-05,Income,Service Revenue,Consulting engagement,13205.64
2024-04-09,expense,Salaries & Wages,Insurance premium,322.49
2025-06-20,Costs,Software & Subscriptions,Office rent payment,11999.37
2026-10-04,expense,Salaries & Wages,Accounting services,5601.75
2023-02-18,expense,Other Expense,Travel & lodging,1823.34
04/24/2022,expense,Software & Subscriptions,Accounting services,11019.85
2022-11-25,revenue,Wholesale Revenue,Wholesale shipment,15227.5
2025/09/21,revenue,Service Revenue,Online store order,22437.66
2023-02-12,revenue,Affiliate / Referral Revenue,Project milestone payment,17610.23
2021-02-16,revenue,Wages,Referral commission,1940.27
2020-10-29,expense,Marketing & Advertising,Conference registration,(9070.48)
2020-08-20,revenue,Subscription Income,Online store order,"$5,482.63"
2023-08-10,expense,Cost of Goods Sold (COGS),Software license renewal,-561.1
2023-11-02,revenue,Affiliate / Referral Revenue,Project milestone payment,4240.94
2024-12-10,expense,Professional Services (Legal/Accounting),Office rent payment,6727.44
2025-10-11,revenue,Consulting / Retainers,Retainer fee,6686.11
"May 27, 2024",revenue,Consulting / Retainers,Referral commission,16027.1
2021-01-28,expense,Other Expense,Legal retainer fee,5876.04
2026-07-09,expense,Other Expense,Office supplies,4695.8
2025/05/30,expense,Rent / Office Space,Insurance premium,11182.31
2020-09-19,revenue,Product Sales,Monthly subscription charge,9573.39
2020-08-06,expense,Marketing & Advertising,Legal retainer fee,11351.35
2022-08-24,expense,Salaries & Wages,AWS hosting bill,580.44
2023-11-05,expense,Marketing & Advertising,Insurance premium,14337.23
2020-01-08,expense,Software & Subscriptions,Accounting services,8835.66
2025-02-07,revenue,Service Revenue,Online store order,9711.12
2024-10-10,expense,Marketing & Advertising,Accounting services,825.68
2024-10-13,expense,Professional Services (Legal/Accounting),Printing & postage,2061.78
2024-08-24,expense,Cost of Goods Sold (COGS),Travel & lodging,5919.41
2020-01-01,revenue,,Enterprise agreement,2399.93
2021-01-10,revenue,Consulting / Retainers,Monthly subscription charge,TBD
2021-06-17,revenue,,Online store order,2015.63
2022-12-24,expense,Software & Subscriptions,Conference registration,3859.47
2024-04-06,revenue,Consulting / Retainers,Retainer fee,14393.95
2024-09-14,expense,Cost of Goods Sold (COGS),Monthly payroll,9475.81
2023-07-24,expense,Professional Services (Legal/Accounting),Software license renewal,TBD
2020/11/13,expense,Software & Subscriptions,Equipment purchase,2105.39
2020-10-11,revenue,Other Revenue,Retainer fee,14027.97
2023-11-22,revenue,Consulting / Retainers,Service contract payment,10199.94
2025-05-04,expense,Software & Subscriptions,Equipment purchase,12953.44
2025-07-30,expense,Rent / Office Space,Printing & postage,2682.37
2021-04-22,debit,Online / Digital Sales,Annual subscription,16852.42
2022-05-17,expense,Marketing & Advertising,Insurance premium,"$13,194.35"
2022-01-08,revenue,Other Revenue,Q1 client invoice,16160.98
2021-05-02,revenue,Other Revenue,Q1 client invoice,18081.31
2025-11-06,revenue,Service Revenue,,12310.34
2023-05-15,expense,Salaries & Wages,Office supplies,6013.46
2024-03-01,revenue,Wholesale Revenue,Q1 client invoice,4438.18
2020-04-19,expense,Rent / Office Space,Office rent payment,"$6,417.32"
2025-06-10,expense,Cost of Goods Sold (COGS),Printing & postage,14032.37
2020-06-19,expense,Cost of Goods Sold (COGS),Monthly payroll,-7856.27
2021-06-10,revenue,Online / Digital Sales,Project milestone payment,-11757.14
2020-11-11,revenue,Wholesale Revenue,  Monthly subscription charge  ,17076.54
2025-04-28,revenue,Online / Digital Sales,Wholesale shipment,(5376.59)
2021-02-26,revenue,Consulting / Retainers,Online store order,7868.96
2020-05-28,revenue,Other Revenue,Wholesale shipment,10373.53
2025-10-22,expense,Cost of Goods Sold (COGS),Office supplies,4699.7
2022-03-16,expense,Professional Services (Legal/Accounting),Office supplies,4301.32
2022-12-03,expense,Other Expense,,13814.88
2025-02-15,revenue,Subscription Income,Service contract payment,
2020-12-17,expense,Other Expense,Utilities bill,13033.11
2022-09-29,expense,Cost of Goods Sold (COGS),,1121.0
2021-03-26,revenue,Affiliate / Referral Revenue,Referral commission,8173.6
2023-11-25,revenue,Wholesale Revenue,  Service contract payment  ,24337.64
2025-01-23,expense,Other Expense,Accounting services,11759.01
2017-11-13,revenue,Service Revenue,Digital download sale,20053.28
2022-07-21,Revenue,Affiliate / Referral Revenue,Project milestone payment,19227.43
2022-07-21,Revenue,Affiliate / Referral Revenue,Project milestone payment,19227.43
2025-09-27,revenue,advertising,Consulting engagement,5907.19
2024-06-06,revenue,Online / Digital Sales,,23294.16
2021-03-17,revenue,Affiliate / Referral Revenue,Enterprise agreement,19233.02
2021-12-23,REVENUE,Affiliate / Referral Revenue,Retainer fee,21281.38
2016-03-05,revenue,Wholesale Revenue,License renewal,3990.78
2025-04-07,revenue,Affiliate / Referral Revenue,,1229.68
2024-07-11,revenue,Wholesale Revenue,Enterprise agreement,22578.94
01/03/2022,expense,Professional Services (Legal/Accounting),Equipment purchase,2181.29
2021-07-11,revenue,Online / Digital Sales,Retainer fee,24867.28
2022-12-27,revenue,Subscription Income,Online store order,20974.73
2020-07-15,expense,Other Expense,Utilities bill,11092.2
2022-07-03,EXPENSE,Other Expense,Printing & postage,10807.17
2022-11-06,expense,Cost of Goods Sold (COGS),Contractor payment,13738.12
2025-01-02,expense,Cost of Goods Sold (COGS),Travel & lodging,12025.83
2022-06-29,revenue,Subscription Income,Retainer fee,21747.07
2020-06-17,revenue,Affiliate / Referral Revenue,Product bundle sale,-3577.58
2024-01-17,revenue,Affiliate / Referral Revenue,Digital download sale,15049.52
2021-05-02,expense,Professional Services (Legal/Accounting),Conference registration,9669.06
2024-06-21,expense,Salaries & Wages,AWS hosting bill,13557.31
2020-08-24,expense,Professional Services (Legal/Accounting),AWS hosting bill,"$9,196.87"
2022-07-29,expense,Marketing & Advertising,Monthly payroll,5114.02
2025-06-22,expense,Software & Subscriptions,Google Ads campaign,10665.07
2023-11-13,revenue,Product Sales,,7962.59
2020-10-18,EXPENSE,Online / Digital Sales,Annual subscription,13903.0
2020-03-19,credit,Online / Digital Sales,Online store order,3278.27
2025-02-07,Exp,Product Sales,Enterprise agreement,12579.09
2023-08-05,revenue,Product Sales,License renewal,24289.4
2022-08-27,revenue,Other Revenue,Service contract payment,23566.34
2025-10-20,revenue,Consulting / Retainers,Wholesale shipment,14606.38
2027-03-26,revenue,Consulting / Retainers,Product bundle sale,6926.73
2025-06-23,revenue,,License renewal,19511.43
10/04/2023,revenue,Service Revenue,Retainer fee,15958.59
2024-04-07,expense,Software & Subscriptions,Legal retainer fee,928.09
2022-04-08,revenue,Product Sales,Digital download sale,10049.14
2025-09-04,revenue,Product Sales,Q1 client invoice,17319.93
2025-01-07,credit,Rent / Office Space,Google Ads campaign,174.43
2023-06-22,revenue,Affiliate / Referral Revenue,Project milestone payment,15393.17
09/04/2022,expense,Salaries & Wages,Printing & postage,11517.62
2025-01-16,revenue,Other Revenue,Wholesale shipment,"$22,523.26"
2022-07-30,revenue,Wholesale Revenue,Q1 client invoice,"$24,566.41"
2024/03/24,revenue,Wholesale Revenue,Affiliate payout received,23215.48
2024-01-08,revenue,Product Sales,Wholesale shipment,18660.44
2022-05-01,revenue,Other Revenue,Consulting engagement,4065.06
2025-09-06,expense,COGS,Office supplies,3524.72
2021-01-27,revenue,Service Revenue,Affiliate payout received,15741.96
2023-05-16,expense,Other Expense,Printing & postage,-8217.18
2024-05-15,expense,Marketing & Advertising,Accounting services,3704.47
2024-05-15,expense,Marketing & Advertising,Accounting services,3704.47
2024-06-23,revenue,Wholesale Revenue,Product bundle sale,6979.7
2024-01-07,revenue,Subscription Income,Online store order,21006.24
2023-11-29,revenue,Consulting / Retainers,Q1 client invoice,4313.07
2023-02-16,expense,Marketing & Advertising,Printing & postage,6711.37
2023-06-29,revenue,Affiliate / Referral Revenue,Q1 client invoice,15966.92
2020-04-21,expense,Salaries & Wages,Printing & postage,N/A
2021-04-02,revenue,Online / Digital Sales,Online store order,17212.79
2025-04-22,expense,Other Expense,Software license renewal,"$11,638.36"
2023-04-10,revenue,Product Sales,Monthly subscription charge,352.01
2022-02-24,expense,Software & Subscriptions,Office supplies,"$12,541.55"
2020-05-21,revenue,Subscription Income,License renewal,5444.53
2024-11-24,expense,Marketing & Advertising,Google Ads campaign,13454.75
2027-08-14,revenue,Product Sales,Affiliate payout received,17345.57
2022-03-11,revenue,Affiliate / Referral Revenue,Digital download sale,5485.99
2025-07-14,expense,Salaries & Wages,AWS hosting bill,11328.31
2021-12-31,Rev,Marketing & Advertising,Google Ads campaign,6415.38
2025-09-04,Income,Affiliate / Referral Revenue,Affiliate payout received,8986.58
2024-04-26,other,Product Sales,Consulting engagement,13286.53
2023-10-10,expense,Professional Services (Legal/Accounting),Google Ads campaign,12881.83
2020-10-31,revenue,Product Sales,Referral commission,11207.56
2025-11-07,EXPENSE,Consulting / Retainers,Online store order,14743.37
2023-04-15,revenue,cost of goods,Retainer fee,21837.4
2021-12-04,expense,Professional Services (Legal/Accounting),Google Ads campaign,10869.38
2021-07-01,revenue,Wholesale Revenue,Annual subscription,N/A
2017-07-21,expense,Salaries & Wages,Travel & lodging,3880.49
2022-02-02,expense,Software & Subscriptions,Printing & postage,6374.67
2023-03-23,revenue,Wholesale Revenue,Retainer fee,21586.56
2020-09-13,revenue,,Affiliate payout received,9991.9
2018-06-19,expense,Salaries & Wages,Contractor payment,12378.5
2018-06-19,expense,Salaries & Wages,Contractor payment,12378.5
2025-02-09,expense,Cost of Goods Sold (COGS),Equipment purchase,7787.58
2024-02-08,expense,Salaries & Wages,Equipment purchase,4862.18
2024-12-17,revenue,Service Revenue,Q1 client invoice,10533.55
2021/12/15,revenue,Subscription Income,Online store order,21401.75
2024-06-10,expense,Software & Subscriptions,Office rent payment,12402.16
2026-02-20,expense,Professional Services (Legal/Accounting),Printing & postage,6986.53
2024-05-14,revenue,Consulting / Retainers,  Digital download sale  ,23954.34
2024-07-12,expense,Marketing & Advertising,Office rent payment,9791.94
2023-09-20,revenue,Other Revenue,Retainer fee,10438.79
2025-01-21,revenue,Product Sales,Annual subscription,23997.58
2025-10-21,revenue,Service Revenue,Wholesale shipment,20338.19
2022-06-17,revenue,Other Revenue,Digital download sale,4252.85
2021-08-25,debit,Subscription Income,Consulting engagement,22949.06
2024-01-14,EXPENSE,Rent / Office Space,Equipment purchase,11385.32
2023-05-16,expense,Other Expense,Printing & postage,12457.62
2020-10-22,expense,Rent / Office Space,Office rent payment,6680.62
2015-04-23,revenue,Service Revenue,Annual subscription,11371.49
2022-10-10,expense,Salaries & Wages,Conference registration,9012.45
"Jun 18, 2023",expense,Software & Subscriptions,Utilities bill,2744.72
2022-01-31,revenue,Subscription Income,Retainer fee,TBD
2025-08-08,REVENUE,Product Sales,Affiliate payout received,1541.78
2020-05-13,revenue,Wholesale Revenue,Annual subscription,20144.26
2021-08-15,expense,Other Expense,Conference registration,3453.9
2016-01-13,revenue,Service Revenue,Consulting engagement,10275.74
2024-10-31,revenue,Other Revenue,Product bundle sale,8535.29
2025-02-24,revenue,Online / Digital Sales,Q1 client invoice,-6223.98
2023-08-18,revenue,Other Revenue,Affiliate payout received,14417.15
2023-08-18,revenue,Other Revenue,Affiliate payout received,14417.15
2020-08-31,revenue,Online / Digital Sales,Service contract payment,10497.57
2022-02-11,revenue,Subscription Income,Service contract payment,22106.58
"Mar 18, 2023",revenue,Consulting / Retainers,Consulting engagement,9848.03
2022-08-25,revenue,Online / Digital Sales,Retainer fee,17784.26
2021-07-17,EXPENSE,Rent / Office Space,Software license renewal,4666.25
2021-01-23,revenue,Wholesale Revenue,Annual subscription,15093.95
2024-09-01,expense,Cost of Goods Sold (COGS),Insurance premium,13429.36
2022-06-11,expense,Marketing & Advertising,Conference registration,3701.0
2021-06-02,Rev,Rent / Office Space,AWS hosting bill,1508.19
2025-07-20,other,Software & Subscriptions,Monthly payroll,1998.81
2021-07-30,revenue,Wholesale Revenue,Wholesale shipment,TBD
2023-06-25,revenue,Online / Digital Sales,Referral commission,2912.48
2025-04-19,revenue,Consulting / Retainers,Annual subscription,22998.04
2021-11-19,expense,Other Expense,Monthly payroll,(9500.42)
2017-03-14,revenue,Affiliate / Referral Revenue,Enterprise agreement,5250.14
2026-05-20,expense,Salaries & Wages,Legal retainer fee,13589.7
2018-12-09,expense,Software & Subscriptions,Office rent payment,11626.8
2024-08-15,revenue,Service Revenue,Project milestone payment,"$4,678.36"
"Nov 24, 2021",expense,Professional Services (Legal/Accounting),Software license renewal,9763.4
2022-07-27,revenue,,Q1 client invoice,13992.83
2024-05-08,expense,Salaries & Wages,Google Ads campaign,"$8,622.27"
2025-02-05,revenue,Affiliate / Referral Revenue,Product bundle sale,
2020-05-21,revenue,Online / Digital Sales,Wholesale shipment,N/A
2023-02-04,other,Product Sales,Affiliate payout received,19557.74
2020-01-11,revenue,Online / Digital Sales,Retainer fee,1689.75
2025-09-20,expense,Professional Services (Legal/Accounting),Contractor payment,"$9,766.18"
2020-12-03,revenue,Wholesale Revenue,Digital download sale,13717.81
2020-07-03,revenue,Affiliate / Referral Revenue,Consulting engagement,23837.9
2021-05-27,expense,Cost of Goods Sold (COGS),Printing & postage,10943.63
2027-04-16,expense,Other Expense,Office supplies,660.71
2024-07-20,other,Service Revenue,Wholesale shipment,4024.78
2022-03-21,expense,Marketing & Advertising,Travel & lodging,209.32
2015-01-04,revenue,Subscription Income,Product bundle sale,8101.23
2023-05-08,revenue,Consulting / Retainers,,5555.85
2022-05-11,revenue,,Product bundle sale,1595.74
2023-10-30,revenue,Other Revenue,Enterprise agreement,2579.79
2020-02-23,expense,Rent / Office Space,Insurance premium,"$13,235.21"
2024-04-07,revenue,Affiliate / Referral Revenue,Digital download sale,20014.14
2021-08-09,revenue,Online / Digital Sales,Wholesale shipment,17485.4
2021-07-15,revenue,Other Revenue,Referral commission,678.28
2020-02-23,revenue,Online / Digital Sales,Enterprise agreement,5739.94
2024-02-04,revenue,Online / Digital Sales,Affiliate payout received,"$19,804.55"
2027-01-13,revenue,Subscription Income,Digital download sale,1754.54
2024-05-08,Revenue,Other Revenue,Referral commission,14138.14
2022-11-23,revenue,Wholesale Revenue,Online store order,19199.61
2020-01-18,expense,Other Expense,Travel & lodging,
2023-05-01,revenue,Subscription Income,Referral commission,9753.97
2020-06-11,revenue,Wholesale Revenue,Q1 client invoice,17642.83
2025-01-15,revenue,Affiliate / Referral Revenue,Annual subscription,6926.19
2021-12-24,revenue,Affiliate / Referral Revenue,Monthly subscription charge,11574.45
2023-11-29,revenue,Service Revenue,Digital download sale,14773.25
2027-08-06,expense,Cost of Goods Sold (COGS),Office rent payment,6132.9
2024-05-08,Revenue,Professional Services (Legal/Accounting),AWS hosting bill,976.77
2023-11-24,EXPENSE,Rent / Office Space,Software license renewal,2567.99
2024-12-22,revenue,Online / Digital Sales,Online store order,
18/09/2023,expense,Cost of Goods Sold (COGS),Software license renewal,4458.71
2023-02-22,revenue,Product Sales,Enterprise agreement,5317.9
2024-10-16,revenue,Online / Digital Sales,Affiliate payout received,2366.08
2023-06-20,expense,COGS,Utilities bill,10129.18
2023-02-13,expense,Marketing & Advertising,Software license renewal,13353.91
2021-12-10,revenue,Service Revenue,Consulting engagement,5799.01
2023-09-02,revenue,Subscription Income,  Retainer fee  ,22967.13
2021/11/25,revenue,Other Revenue,Project milestone payment,22562.6
2021-10-24,expense,Professional Services (Legal/Accounting),Accounting services,"$3,243.30"
2024-05-13,Income,Affiliate / Referral Revenue,Monthly subscription charge,13983.53
2023-09-14,Income,Cost of Goods Sold (COGS),Office supplies,8777.27
2023-07-26,revenue,Consulting / Retainers,Affiliate payout received,TBD
2016-12-27,expense,Other Expense,Travel & lodging,945.6
2024-11-27,revenue,Other Revenue,Digital download sale,983.41
2022-10-20,expense,Professional Services (Legal/Accounting),Utilities bill,(6098.53)
2024-02-09,revenue,Product Sales,License renewal,21000.84
2021-01-12,expense,Rent / Office Space,Equipment purchase,13323.27
2021-05-28,revenue,Consulting / Retainers,License renewal,2925.55
2020-02-26,expense,Cost of Goods Sold (COGS),Office rent payment,9053.15
08/11/2020,revenue,Subscription Income,Q1 client invoice,19598.02
2020-04-23,expense,Cost of Goods Sold (COGS),,9380.28
2025-01-18,revenue,Service Revenue,Affiliate payout received,7823.32
2022-11-15,revenue,Product Sales,Service contract payment,24517.57
2022-08-01,expense,Other Expense,Legal retainer fee,7357.99
2026-08-06,revenue,Other Revenue,Service contract payment,11685.08
2024-01-24,revenue,Online / Digital Sales,License renewal,13973.6
2025-05-19,expense,Other Expense,Equipment purchase,10084.62
2020-02-05,Income,Other Revenue,Digital download sale,10939.63
2024-08-29,revenue,Consulting / Retainers,Affiliate payout received,24733.14
2025-11-19,revenue,Other,Retainer fee,9859.58
2025-04-15,revenue,Service Revenue,Referral commission,3100.23
2023-08-23,revenue,Online / Digital Sales,Q1 client invoice,"$3,107.52"
2025-12-19,expense,Professional Services (Legal/Accounting),Software license renewal,7370.43
21/05/2024,revenue,Wholesale Revenue,Affiliate payout received,4898.35
2024-03-07,revenue,Service Revenue,,6594.91
2022-04-19,revenue,Subscription Income,Project milestone payment,21433.08
2019-05-21,revenue,Service Revenue,License renewal,20718.86
2021-09-06,expense,Salaries & Wages,Software license renewal,
2018-06-30,revenue,Service Revenue,Annual subscription,22972.77
2025/12/20,revenue,Service Revenue,Annual subscription,9354.03
"Oct 27, 2020",revenue,Product Sales,Monthly subscription charge,11299.6
"Dec 13, 2021",expense,Salaries & Wages,Utilities bill,13638.97
2025-08-25,expense,Marketing & Advertising,Google Ads campaign,10581.27
2024-12-21,revenue,Online / Digital Sales,Project milestone payment,19698.69
2020-01-05,revenue,Service Revenue,License renewal,211.37
2023-03-26,revenue,Other,Monthly subscription charge,2329.75
2024-07-03,revenue,Product Sales,License renewal,"$12,218.57"
2020-11-29,revenue,Other Revenue,Online store order,11779.46
2023-04-13,expense,Other Expense,Google Ads campaign,(12607.85)
2024-06-06,expense,Marketing & Advertising,Travel & lodging,"$6,080.82"
2021-03-27,expense,Professional Services (Legal/Accounting),AWS hosting bill,2227.35
2023-08-28,revenue,Service Revenue,Product bundle sale,(2524.37)
2023-12-13,Exp,Product Sales,Retainer fee,21419.63
2025-09-28,expense,Salaries & Wages,Contractor payment,3803.86
2025-02-04,expense,Rent / Office Space,Monthly payroll,8478.15
2025-06-11,revenue,Wholesale Revenue,Q1 client invoice,23311.85
2022-02-22,expense,Cost of Goods Sold (COGS),Insurance premium,14572.26
2022-02-20,expense,Software & Subscriptions,Office rent payment,-4296.89
"Sep 18, 2021",revenue,Affiliate / Referral Revenue,Service contract payment,14537.83
2020-05-18,revenue,Affiliate / Referral Revenue,Wholesale shipment,24309.8
2023-07-25,EXPENSE,Professional Services (Legal/Accounting),Office supplies,11981.58
2020-12-16,revenue,Product Sales,Online store order,(12118.45)
2026-11-18,revenue,Wholesale Revenue,Retainer fee,11160.12
2023-08-08,credit,Salaries & Wages,Office rent payment,12627.65
2025-09-19,expense,Other Expense,Software license renewal,1641.45
2020-03-03,revenue,Affiliate / Referral Revenue,Q1 client invoice,3991.63
2023-11-18,expense,Cost of Goods Sold (COGS),Printing & postage,6215.87
2021-05-05,revenue,Affiliate / Referral Revenue,Enterprise agreement,(21016.61)
2025-04-06,expense,Cost of Goods Sold (COGS),Contractor payment,11336.23
2020-07-02,expense,Salaries & Wages,Legal retainer fee,243.82
2025-01-29,expense,Other Expense,Google Ads campaign,13466.64
2024-10-14,expense,Software & Subscriptions,Conference registration,"$6,677.55"
2021-02-06,revenue,Other Revenue,Consulting engagement,21017.85
2021-12-14,revenue,Other Revenue,Consulting engagement,19013.97
2024-05-27,revenue,Affiliate / Referral Revenue,,18140.44
2020-11-27,expense,Salaries & Wages,Equipment purchase,11784.14
2018-10-09,revenue,Product Sales,Enterprise agreement,1714.01
2023-06-28,revenue,Affiliate / Referral Revenue,Retainer fee,3780.06
2023-09-19,revenue,Online / Digital Sales,Consulting engagement,15116.84
2020-05-06,revenue,Service Revenue,Digital download sale,15689.36
2025-02-02,revenue,Wholesale Revenue,Product bundle sale,1680.99
2020-08-17,revenue,Affiliate / Referral Revenue,Annual subscription,TBD
2022-02-04,revenue,Online / Digital Sales,Affiliate payout received,22114.87
2025-11-19,revenue,Online / Digital Sales,License renewal,16459.09
2024-06-05,revenue,Subscription Income,Online store order,16258.0
2024-12-10,revenue,Wholesale Revenue,Product bundle sale,6740.66
2025-09-22,credit,Service Revenue,Annual subscription,15494.97
2024-07-07,revenue,Wholesale Revenue,Consulting engagement,14083.46
2024-04-27,expense,Cost of Goods Sold (COGS),Monthly payroll,14010.45
2025-02-23,expense,Other Expense,Travel & lodging,13726.81
2023-12-17,expense,Rent / Office Space,Contractor payment,TBD
2021-08-01,revenue,Subscription Income,Service contract payment,"$12,055.41"
