date,type,category,description,amount
2025-02-12,revenue,Other Revenue,Rev txn,785.78
2025-11-16,revenue,Product Sales,Rev txn,664.24
2025-11-10,expense,Rent / Office Space,Exp txn,1726.68
2025-05-28,expense,Cost of Goods Sold (COGS),Exp txn,1587.35
2025-11-16,expense,Marketing & Advertising,Exp txn,1388.17
2025-02-07,expense,Salaries & Wages,Exp txn,681.39
2025-11-26,revenue,Consulting / Retainers,Rev txn,482.52
2025-05-08,revenue,Other Revenue,Rev txn,3360.52
2025-04-30,revenue,Service Revenue,Rev txn,659.07
2025-04-18,revenue,Subscription Income,Rev txn,1506.21
2025-04-14,revenue,Service Revenue,Rev txn,610.2
2025-03-29,expense,Other Expense,Exp txn,224.54
2025-04-12,revenue,Other Revenue,Rev txn,4284.28
2025-02-26,expense,Rent / Office Space,Exp txn,646.14
2025-02-03,revenue,Online / Digital Sales,Rev txn,2003.0
2025-07-25,expense,Rent / Office Space,Exp txn,1374.17
2025-05-05,revenue,Other Revenue,Rev txn,4115.76
2025-08-26,expense,Salaries & Wages,Exp txn,948.63
2025-12-10,expense,Marketing & Advertising,Exp txn,1123.81
2025-06-30,revenue,Consulting / Retainers,Rev txn,4561.11
2025-03-18,revenue,Other Revenue,Rev txn,4269.11
2025-06-08,revenue,Subscription Income,Rev txn,813.62
2025-11-12,expense,Software & Subscriptions,Exp txn,340.77
2025-01-12,revenue,Service Revenue,Rev txn,3854.72
2025-05-18,revenue,Consulting / Retainers,Rev txn,4410.92
2025-07-19,revenue,Subscription Income,Rev txn,3385.33
2025-10-26,revenue,Service Revenue,Rev txn,690.46
2025-09-17,expense,Marketing & Advertising,Exp txn,932.66
2025-05-30,revenue,Other Revenue,Rev txn,3249.89
2025-10-02,revenue,Other Revenue,Rev txn,1466.16
2025-09-14,revenue,Product Sales,Rev txn,4829.35
2025-10-02,revenue,Online / Digital Sales,Rev txn,4219.91
2025-07-26,expense,Software & Subscriptions,Exp txn,519.13
2025-04-03,revenue,Consulting / Retainers,Rev txn,2463.53
2025-12-12,expense,Software & Subscriptions,Exp txn,1643.52
2025-04-28,expense,Other Expense,Exp txn,342.88
2025-02-24,revenue,Online / Digital Sales,Rev txn,2601.17
2025-07-23,revenue,Other Revenue,Rev txn,4910.52
2025-06-12,revenue,Online / Digital Sales,Rev txn,347.18
2025-05-21,revenue,Online / Digital Sales,Rev txn,1513.84
2025-12-19,revenue,Service Revenue,Rev txn,2612.17
2025-02-02,revenue,Product Sales,Rev txn,1555.21
2025-11-12,expense,Rent / Office Space,Exp txn,1633.22
2025-03-16,revenue,Consulting / Retainers,Rev txn,2462.69
2025-07-18,revenue,Product Sales,Rev txn,3413.19
2025-06-26,revenue,Online / Digital Sales,Rev txn,231.19
2025-06-19,expense,Rent / Office Space,Exp txn,1755.04
2025-12-16,revenue,Consulting / Retainers,Rev txn,1450.48
2025-04-24,expense,Software & Subscriptions,Exp txn,580.86
2025-09-24,revenue,Consulting / Retainers,Rev txn,4929.54
2025-05-02,revenue,Online / Digital Sales,Rev txn,4220.89
2025-04-20,revenue,Service Revenue,Rev txn,455.64
2025-03-31,expense,Marketing & Advertising,Exp txn,779.45
2025-08-08,expense,Rent / Office Space,Exp txn,568.94
2025-09-06,expense,Rent / Office Space,Exp txn,1307.91
2025-04-14,revenue,Other Revenue,Rev txn,682.56
2025-05-04,expense,Cost of Goods Sold (COGS),Exp txn,13.94
2025-09-05,expense,Cost of Goods Sold (COGS),Exp txn,1253.61
2025-04-16,revenue,Subscription Income,Rev txn,2485.68
2025-12-07,revenue,Service Revenue,Rev txn,1649.7
2025-06-02,revenue,Service Revenue,Rev txn,102.5
2025-01-18,revenue,Consulting / Retainers,Rev txn,2755.77
2025-03-27,expense,Other Expense,Exp txn,257.64
2025-10-04,revenue,Online / Digital Sales,Rev txn,2875.4
2025-07-29,expense,Marketing & Advertising,Exp txn,920.2
2025-09-06,revenue,Other Revenue,Rev txn,1941.93
2025-07-19,revenue,Other Revenue,Rev txn,4562.0
2025-05-14,expense,Marketing & Advertising,Exp txn,1179.21
2025-10-18,revenue,Other Revenue,Rev txn,4554.27
2025-04-19,expense,Other Expense,Exp txn,1340.24
2025-01-17,expense,Marketing & Advertising,Exp txn,847.13
2025-06-07,expense,Marketing & Advertising,Exp txn,1390.86
2025-11-23,expense,Other Expense,Exp txn,201.76
2025-08-31,expense,Other Expense,Exp txn,836.76
2025-05-12,expense,Rent / Office Space,Exp txn,1931.07
2025-07-18,expense,Other Expense,Exp txn,1209.21
2025-06-13,revenue,Other Revenue,Rev txn,4008.32
2025-06-20,revenue,Consulting / Retainers,Rev txn,139.75
2025-05-30,expense,Salaries & Wages,Exp txn,1238.8
2025-12-25,expense,Marketing & Advertising,Exp txn,128.69
2025-11-17,revenue,Subscription Income,Rev txn,2786.89
2025-08-05,expense,Salaries & Wages,Exp txn,928.34
2025-08-17,revenue,Subscription Income,Rev txn,3228.41
2025-05-22,expense,Software & Subscriptions,Exp txn,1414.57
2025-08-11,revenue,Other Revenue,Rev txn,1128.05
2025-11-29,revenue,Service Revenue,Rev txn,1438.75
2025-12-24,expense,Software & Subscriptions,Exp txn,353.6
2025-06-05,revenue,Consulting / Retainers,Rev txn,1491.34
2025-07-18,expense,Marketing & Advertising,Exp txn,1266.78
2025-02-06,revenue,Consulting / Retainers,Rev txn,1638.64
2025-03-22,revenue,Product Sales,Rev txn,1800.3
2025-08-14,revenue,Consulting / Retainers,Rev txn,2216.69
2025-05-10,revenue,Consulting / Retainers,Rev txn,4849.23
2025-05-02,expense,Cost of Goods Sold (COGS),Exp txn,1349.78
2025-02-23,revenue,Consulting / Retainers,Rev txn,234.95
2025-07-28,expense,Salaries & Wages,Exp txn,1781.73
2025-10-07,revenue,Other Revenue,Rev txn,2005.24
2025-07-19,revenue,Online / Digital Sales,Rev txn,1720.16
2025-07-15,revenue,Subscription Income,Rev txn,1488.35
2025-08-08,expense,Salaries & Wages,Exp txn,727.83
2025-07-05,revenue,Service Revenue,Rev txn,965.89
2025-10-06,revenue,Consulting / Retainers,Rev txn,4086.13
2025-04-01,expense,Other Expense,Exp txn,461.13
2025-04-05,revenue,Service Revenue,Rev txn,52.69
2025-02-11,revenue,Consulting / Retainers,Rev txn,3984.75
2025-06-09,revenue,Online / Digital Sales,Rev txn,2644.15
2025-04-17,expense,Other Expense,Exp txn,1052.53
2025-06-23,expense,Salaries & Wages,Exp txn,1367.12
2025-08-10,expense,Other Expense,Exp txn,1654.64
2025-04-27,revenue,Service Revenue,Rev txn,4093.39
2025-08-24,revenue,Subscription Income,Rev txn,4411.73
2025-01-07,expense,Cost of Goods Sold (COGS),Exp txn,1146.32
2025-08-28,revenue,Subscription Income,Rev txn,3646.91
2025-01-21,revenue,Consulting / Retainers,Rev txn,1713.04
2025-07-06,expense,Marketing & Advertising,Exp txn,1034.92
2025-04-04,revenue,Consulting / Retainers,Rev txn,3778.6
2025-02-15,expense,Cost of Goods Sold (COGS),Exp txn,1894.75
2025-08-21,expense,Other Expense,Exp txn,1566.06
2025-09-26,expense,Rent / Office Space,Exp txn,1148.06
2025-12-31,expense,Marketing & Advertising,Exp txn,1832.65
2025-05-30,expense,Other Expense,Exp txn,1652.74
2025-09-16,revenue,Product Sales,Rev txn,3361.66
2025-10-03,expense,Rent / Office Space,Exp txn,1114.45
2025-05-26,expense,Rent / Office Space,Exp txn,1712.49
2025-07-08,revenue,Other Revenue,Rev txn,1345.24
2025-02-04,revenue,Consulting / Retainers,Rev txn,2348.12
2025-03-22,revenue,Online / Digital Sales,Rev txn,3938.45
2025-10-09,revenue,Other Revenue,Rev txn,3986.07
2025-01-29,expense,Software & Subscriptions,Exp txn,517.07
2025-05-30,expense,Marketing & Advertising,Exp txn,1028.65
2025-12-17,revenue,Subscription Income,Rev txn,2221.66
2025-12-22,expense,Salaries & Wages,Exp txn,1748.89
2025-03-31,revenue,Other Revenue,Rev txn,3930.96
2025-10-01,expense,Cost of Goods Sold (COGS),Exp txn,806.13
2025-06-10,revenue,Other Revenue,Rev txn,2447.0
2025-08-04,revenue,Service Revenue,Rev txn,3084.54
2025-05-29,revenue,Other Revenue,Rev txn,1938.2
2025-10-12,revenue,Subscription Income,Rev txn,4391.52
2025-07-21,revenue,Other Revenue,Rev txn,2277.36
2025-03-21,expense,Cost of Goods Sold (COGS),Exp txn,751.25
2025-08-24,expense,Rent / Office Space,Exp txn,269.17
2025-09-01,revenue,Service Revenue,Rev txn,3701.21
2025-11-27,revenue,Subscription Income,Rev txn,1616.1
2025-10-14,expense,Other Expense,Exp txn,638.09
2025-04-10,revenue,Consulting / Retainers,Rev txn,3315.63
2025-08-31,revenue,Subscription Income,Rev txn,1450.0
2025-12-06,revenue,Other Revenue,Rev txn,2723.64
2025-09-20,expense,Software & Subscriptions,Exp txn,1016.52
2025-02-26,expense,Rent / Office Space,Exp txn,504.8
2025-12-29,revenue,Online / Digital Sales,Rev txn,3870.58
2025-05-07,expense,Cost of Goods Sold (COGS),Exp txn,976.98
2025-04-14,revenue,Subscription Income,Rev txn,1350.25
2025-10-28,expense,Other Expense,Exp txn,76.45
2025-01-06,revenue,Other Revenue,Rev txn,657.67
2025-07-16,revenue,Service Revenue,Rev txn,4342.5
2025-08-01,revenue,Product Sales,Rev txn,3405.99
2025-09-13,revenue,Consulting / Retainers,Rev txn,1165.91
2025-11-04,revenue,Online / Digital Sales,Rev txn,1439.74
2025-12-02,expense,Software & Subscriptions,Exp txn,1233.84
2025-08-17,revenue,Product Sales,Rev txn,2417.5
2025-04-02,revenue,Consulting / Retainers,Rev txn,2255.02
2025-02-27,revenue,Service Revenue,Rev txn,924.26
2025-11-24,expense,Marketing & Advertising,Exp txn,17.66
2025-07-26,revenue,Service Revenue,Rev txn,3693.85
2025-09-24,revenue,Product Sales,Rev txn,679.7
2025-04-13,revenue,Service Revenue,Rev txn,1131.3
2025-03-27,revenue,Subscription Income,Rev txn,950.35
2025-03-02,revenue,Other Revenue,Rev txn,2905.37
2025-08-14,expense,Marketing & Advertising,Exp txn,1009.69
2025-04-01,expense,Marketing & Advertising,Exp txn,855.92
2025-04-24,expense,Marketing & Advertising,Exp txn,55.88
2025-12-29,expense,Rent / Office Space,Exp txn,1480.86
2025-10-12,revenue,Product Sales,Rev txn,371.12
2025-08-20,revenue,Service Revenue,Rev txn,2331.63
2025-12-08,expense,Cost of Goods Sold (COGS),Exp txn,856.94
2025-11-09,revenue,Subscription Income,Rev txn,598.18
2025-05-21,revenue,Other Revenue,Rev txn,2999.03
2025-06-02,expense,Salaries & Wages,Exp txn,1870.55
2025-03-14,revenue,Online / Digital Sales,Rev txn,938.85
2025-02-07,revenue,Service Revenue,Rev txn,2872.71
2025-07-22,revenue,Product Sales,Rev txn,2955.06
2025-04-10,revenue,Subscription Income,Rev txn,659.22
2025-08-18,revenue,Product Sales,Rev txn,3124.57
2025-01-07,revenue,Other Revenue,Rev txn,4010.52
2025-07-24,expense,Marketing & Advertising,Exp txn,283.8
2025-01-12,revenue,Other Revenue,Rev txn,4952.06
2025-12-02,revenue,Product Sales,Rev txn,3861.34
2025-10-26,revenue,Product Sales,Rev txn,2459.96
2025-05-11,expense,Software & Subscriptions,Exp txn,1190.71
2025-08-16,expense,Cost of Goods Sold (COGS),Exp txn,1142.93
2025-12-27,expense,Cost of Goods Sold (COGS),Exp txn,1561.66
2025-06-15,expense,Salaries & Wages,Exp txn,947.41
2025-02-02,revenue,Subscription Income,Rev txn,735.12
2025-08-13,revenue,Consulting / Retainers,Rev txn,1871.2
2025-04-17,revenue,Service Revenue,Rev txn,3788.46
2025-05-15,expense,Rent / Office Space,Exp txn,1652.79
2025-05-29,expense,Cost of Goods Sold (COGS),Exp txn,455.37
2025-03-10,revenue,Product Sales,Rev txn,1198.91
2025-09-12,revenue,Service Revenue,Rev txn,448.26
2025-10-15,expense,Salaries & Wages,Exp txn,1736.79
2025-04-26,revenue,Service Revenue,Rev txn,3590.22
2025-02-21,expense,Cost of Goods Sold (COGS),Exp txn,1999.64
2025-10-22,expense,Cost of Goods Sold (COGS),Exp txn,29.25
2025-10-21,revenue,Consulting / Retainers,Rev txn,1602.92
2025-11-19,revenue,Subscription Income,Rev txn,998.82
2025-08-31,revenue,Product Sales,Rev txn,2637.51
2025-08-29,expense,Cost of Goods Sold (COGS),Exp txn,1886.09
2025-05-14,expense,Salaries & Wages,Exp txn,1125.12
2025-06-25,expense,Salaries & Wages,Exp txn,25.76
2025-04-23,revenue,Service Revenue,Rev txn,3415.52
2025-05-05,revenue,Consulting / Retainers,Rev txn,819.68
2025-07-22,expense,Salaries & Wages,Exp txn,253.23
2025-09-13,expense,Marketing & Advertising,Exp txn,1994.51
2025-02-08,expense,Rent / Office Space,Exp txn,1225.38
2025-12-16,revenue,Subscription Income,Rev txn,3222.47
2025-10-20,expense,Cost of Goods Sold (COGS),Exp txn,1365.14
2025-06-12,expense,Cost of Goods Sold (COGS),Exp txn,1120.46
2025-03-22,revenue,Online / Digital Sales,Rev txn,2837.13
2025-08-03,expense,Software & Subscriptions,Exp txn,138.67
2025-05-05,expense,Salaries & Wages,Exp txn,937.16
2025-09-23,revenue,Other Revenue,Rev txn,2046.22
2025-04-07,revenue,Other Revenue,Rev txn,4665.07
2025-11-17,revenue,Consulting / Retainers,Rev txn,3725.79
2025-08-13,revenue,Other Revenue,Rev txn,3171.55
2025-12-22,expense,Marketing & Advertising,Exp txn,1328.52
2025-10-28,expense,Rent / Office Space,Exp txn,724.96
2025-11-28,revenue,Service Revenue,Rev txn,603.97
2025-10-02,revenue,Online / Digital Sales,Rev txn,2330.57
2025-12-27,revenue,Service Revenue,Rev txn,3977.83
2025-01-19,revenue,Product Sales,Rev txn,4971.28
2025-06-02,revenue,Other Revenue,Rev txn,3649.49
2025-02-26,revenue,Other Revenue,Rev txn,1290.91
2025-03-11,expense,Marketing & Advertising,Exp txn,665.74
2025-04-26,revenue,Consulting / Retainers,Rev txn,1531.51
2025-06-17,expense,Software & Subscriptions,Exp txn,1627.86
2025-01-11,revenue,Subscription Income,Rev txn,1663.56
2025-02-26,expense,Salaries & Wages,Exp txn,1686.48
2025-06-18,revenue,Service Revenue,Rev txn,2473.41
2025-07-23,expense,Marketing & Advertising,Exp txn,1275.48
2025-09-30,revenue,Consulting / Retainers,Rev txn,2380.14
2025-10-17,revenue,Online / Digital Sales,Rev txn,1097.62
2025-08-11,revenue,Service Revenue,Rev txn,3155.02
2025-04-15,revenue,Online / Digital Sales,Rev txn,2204.04
2025-07-17,revenue,Subscription Income,Rev txn,4407.64
2025-03-27,revenue,Product Sales,Rev txn,2075.5
2025-01-31,revenue,Online / Digital Sales,Rev txn,3676.13
2025-10-13,expense,Salaries & Wages,Exp txn,1449.83
2025-10-23,expense,Marketing & Advertising,Exp txn,605.59
2025-07-16,expense,Salaries & Wages,Exp txn,994.92
2025-12-17,revenue,Other Revenue,Rev txn,1967.66
2025-04-01,expense,Other Expense,Exp txn,792.86
2025-02-21,expense,Software & Subscriptions,Exp txn,462.01
2025-07-10,revenue,Subscription Income,Rev txn,4585.01
2025-04-22,expense,Software & Subscriptions,Exp txn,349.69
2025-07-23,expense,Other Expense,Exp txn,229.26
2025-12-13,expense,Other Expense,Exp txn,1076.77
2025-04-07,expense,Cost of Goods Sold (COGS),Exp txn,733.14
2025-10-07,revenue,Other Revenue,Rev txn,3122.3
2025-02-18,revenue,Service Revenue,Rev txn,4718.65
2025-03-24,expense,Marketing & Advertising,Exp txn,1884.77
2025-09-17,revenue,Consulting / Retainers,Rev txn,1983.65
2025-01-26,revenue,Consulting / Retainers,Rev txn,4122.4
2025-03-27,expense,Rent / Office Space,Exp txn,1178.75
2025-06-25,expense,Cost of Goods Sold (COGS),Exp txn,110.2
2025-09-10,revenue,Consulting / Retainers,Rev txn,2828.29
2025-08-11,expense,Software & Subscriptions,Exp txn,806.43
2025-04-08,expense,Marketing & Advertising,Exp txn,1680.35
2025-07-02,expense,Salaries & Wages,Exp txn,400.93
2025-10-20,revenue,Consulting / Retainers,Rev txn,4215.29
2025-08-18,revenue,Service Revenue,Rev txn,4028.24
2025-04-30,revenue,Product Sales,Rev txn,1743.6
2025-02-09,expense,Marketing & Advertising,Exp txn,411.55
2025-12-14,expense,Salaries & Wages,Exp txn,1041.99
2025-11-10,revenue,Online / Digital Sales,Rev txn,3437.12
2025-09-26,revenue,Service Revenue,Rev txn,4445.75
2025-03-21,revenue,Product Sales,Rev txn,4938.71
2025-01-24,revenue,Consulting / Retainers,Rev txn,2997.97
2025-12-09,revenue,Consulting / Retainers,Rev txn,786.83
2025-02-06,expense,Other Expense,Exp txn,997.3
2025-06-22,revenue,Online / Digital Sales,Rev txn,2964.19
2025-04-10,revenue,Service Revenue,Rev txn,4184.12
2025-10-15,expense,Cost of Goods Sold (COGS),Exp txn,1986.8
2025-08-29,expense,Marketing & Advertising,Exp txn,1623.71
2025-05-10,expense,Marketing & Advertising,Exp txn,256.21
2025-05-19,expense,Salaries & Wages,Exp txn,516.51
2025-02-18,revenue,Consulting / Retainers,Rev txn,3334.57
2025-02-21,revenue,Service Revenue,Rev txn,950.33
2025-08-17,revenue,Online / Digital Sales,Rev txn,4452.66
2025-04-28,revenue,Online / Digital Sales,Rev txn,1419.97
2025-10-22,revenue,Consulting / Retainers,Rev txn,4424.82
2025-05-11,revenue,Consulting / Retainers,Rev txn,2908.92
2025-09-13,expense,Software & Subscriptions,Exp txn,1899.89
2025-12-12,revenue,Product Sales,Rev txn,3639.74
2025-02-12,revenue,Subscription Income,Rev txn,1626.5
2025-04-16,revenue,Service Revenue,Rev txn,4854.16
2025-08-22,revenue,Service Revenue,Rev txn,3709.32
2025-01-20,revenue,Other Revenue,Rev txn,3475.6
2025-01-20,expense,Rent / Office Space,Exp txn,1163.49
2025-01-04,revenue,Online / Digital Sales,Rev txn,1529.62
2025-11-16,revenue,Service Revenue,Rev txn,820.37
2025-07-17,revenue,Online / Digital Sales,Rev txn,2687.63
2025-09-03,revenue,Other Revenue,Rev txn,1489.33
2025-08-25,expense,Rent / Office Space,Exp txn,1874.75
2025-01-19,revenue,Subscription Income,Rev txn,2105.16
2025-08-03,expense,Software & Subscriptions,Exp txn,1028.85
2025-04-20,revenue,Other Revenue,Rev txn,3152.85
2025-11-05,expense,Salaries & Wages,Exp txn,1247.5
2025-11-04,revenue,Online / Digital Sales,Rev txn,450.75
2025-01-31,revenue,Consulting / Retainers,Rev txn,1142.16
2025-03-21,revenue,Online / Digital Sales,Rev txn,4986.48
2025-11-07,expense,Rent / Office Space,Exp txn,281.74
2025-12-10,expense,Marketing & Advertising,Exp txn,1851.65
2025-07-20,expense,Other Expense,Exp txn,1354.06
2025-02-02,expense,Marketing & Advertising,Exp txn,1165.98
2025-12-08,expense,Rent / Office Space,Exp txn,1060.29
2025-04-02,revenue,Online / Digital Sales,Rev txn,1197.03
2025-04-21,expense,Other Expense,Exp txn,1560.05
2025-11-20,expense,Software & Subscriptions,Exp txn,927.47
2025-08-29,expense,Marketing & Advertising,Exp txn,334.68
2025-02-25,revenue,Online / Digital Sales,Rev txn,2487.08
2025-04-17,expense,Rent / Office Space,Exp txn,1523.49
2025-01-22,revenue,Subscription Income,Rev txn,4660.84
2025-07-09,expense,Cost of Goods Sold (COGS),Exp txn,1175.82
2025-07-16,revenue,Consulting / Retainers,Rev txn,3719.9
2025-04-19,revenue,Product Sales,Rev txn,2016.91
2025-04-21,revenue,Other Revenue,Rev txn,4054.03
2025-04-12,revenue,Service Revenue,Rev txn,2835.04
2025-12-25,revenue,Subscription Income,Rev txn,557.28
2025-04-11,expense,Cost of Goods Sold (COGS),Exp txn,1130.54
2025-10-20,revenue,Other Revenue,Rev txn,4667.82
2025-05-12,expense,Marketing & Advertising,Exp txn,1779.47
2025-08-27,revenue,Subscription Income,Rev txn,4305.99
2025-05-21,expense,Cost of Goods Sold (COGS),Exp txn,1220.44
2025-08-19,expense,Software & Subscriptions,Exp txn,1387.92
2025-08-25,revenue,Subscription Income,Rev txn,371.99
2025-02-03,revenue,Product Sales,Rev txn,3114.71
2025-01-04,revenue,Subscription Income,Rev txn,4296.4
2025-12-01,expense,Marketing & Advertising,Exp txn,242.78
2025-12-15,revenue,Subscription Income,Rev txn,2418.54
2025-03-16,revenue,Service Revenue,Rev txn,336.16
2025-03-10,expense,Software & Subscriptions,Exp txn,1678.26
2025-10-09,revenue,Subscription Income,Rev txn,208.25
2025-07-08,revenue,Subscription Income,Rev txn,3957.61
2025-10-06,revenue,Product Sales,Rev txn,1054.85
2025-01-04,expense,Software & Subscriptions,Exp txn,823.99
2025-09-09,revenue,Other Revenue,Rev txn,2295.34
2025-09-11,revenue,Subscription Income,Rev txn,1613.46
2025-02-03,expense,Other Expense,Exp txn,233.89
2025-08-12,revenue,Consulting / Retainers,Rev txn,4735.23
2025-01-22,revenue,Consulting / Retainers,Rev txn,2983.03
2025-07-24,revenue,Consulting / Retainers,Rev txn,741.27
2025-04-21,expense,Marketing & Advertising,Exp txn,199.45
2025-10-21,expense,Rent / Office Space,Exp txn,1668.32
2025-05-20,revenue,Consulting / Retainers,Rev txn,1355.6
2025-12-29,expense,Software & Subscriptions,Exp txn,1238.33
2025-02-16,expense,Rent / Office Space,Exp txn,1635.83
2025-12-06,expense,Software & Subscriptions,Exp txn,401.45
2025-03-12,expense,Marketing & Advertising,Exp txn,958.95
2025-03-15,revenue,Service Revenue,Rev txn,4545.72
2025-10-05,revenue,Consulting / Retainers,Rev txn,3639.6
2025-12-25,expense,Other Expense,Exp txn,1833.93
2025-06-21,expense,Software & Subscriptions,Exp txn,373.92
2025-05-08,revenue,Service Revenue,Rev txn,3343.49
2025-12-17,expense,Rent / Office Space,Exp txn,490.07
2025-03-10,expense,Marketing & Advertising,Exp txn,666.69
2025-07-08,revenue,Online / Digital Sales,Rev txn,2847.9
2025-12-22,revenue,Service Revenue,Rev txn,3042.64
2025-02-20,expense,Salaries & Wages,Exp txn,131.8
2025-12-21,revenue,Consulting / Retainers,Rev txn,1929.77
2025-11-04,revenue,Online / Digital Sales,Rev txn,1560.11
2025-05-29,revenue,Service Revenue,Rev txn,2247.11
2025-07-27,revenue,Online / Digital Sales,Rev txn,2795.8
2025-09-09,expense,Cost of Goods Sold (COGS),Exp txn,505.66
2025-02-24,revenue,Product Sales,Rev txn,3381.88
2025-01-13,revenue,Other Revenue,Rev txn,2256.05
2025-06-03,revenue,Product Sales,Rev txn,3544.52
2025-12-08,revenue,Online / Digital Sales,Rev txn,3868.15
2025-02-06,revenue,Subscription Income,Rev txn,267.07
2025-08-24,revenue,Consulting / Retainers,Rev txn,251.23
2025-06-19,expense,Software & Subscriptions,Exp txn,454.8
2025-04-29,expense,Salaries & Wages,Exp txn,56.8
2025-11-12,expense,Marketing & Advertising,Exp txn,1191.55
2025-01-19,expense,Rent / Office Space,Exp txn,1993.8
2025-12-21,revenue,Subscription Income,Rev txn,3015.81
2025-11-04,revenue,Service Revenue,Rev txn,1726.76
2025-09-01,expense,Rent / Office Space,Exp txn,43.75
2025-08-07,revenue,Service Revenue,Rev txn,92.24
2025-08-09,revenue,Other Revenue,Rev txn,2845.74
2025-02-17,revenue,Consulting / Retainers,Rev txn,1355.28
2025-07-11,revenue,Online / Digital Sales,Rev txn,2744.53
2025-05-30,expense,Marketing & Advertising,Exp txn,548.74
2025-08-20,revenue,Service Revenue,Rev txn,2499.2
2025-02-22,expense,Cost of Goods Sold (COGS),Exp txn,1292.6
2025-10-20,revenue,Online / Digital Sales,Rev txn,2635.61
2025-03-31,revenue,Product Sales,Rev txn,1938.36
2025-07-22,revenue,Other Revenue,Rev txn,3652.87
2025-09-12,revenue,Other Revenue,Rev txn,1323.59
2025-01-14,expense,Salaries & Wages,Exp txn,1776.83
2025-03-30,expense,Cost of Goods Sold (COGS),Exp txn,714.9
2025-05-22,revenue,Product Sales,Rev txn,3082.33
2025-05-27,expense,Rent / Office Space,Exp txn,113.05
2025-11-14,revenue,Consulting / Retainers,Rev txn,4047.45
2025-09-27,revenue,Online / Digital Sales,Rev txn,4527.31
2025-10-20,expense,Other Expense,Exp txn,948.36
2025-03-27,revenue,Subscription Income,Rev txn,4585.67
2025-06-07,revenue,Online / Digital Sales,Rev txn,2065.32
2025-04-13,revenue,Service Revenue,Rev txn,3685.09
2025-06-24,expense,Software & Subscriptions,Exp txn,380.13
2025-12-14,expense,Software & Subscriptions,Exp txn,293.64
2025-04-27,revenue,Service Revenue,Rev txn,2735.05
2025-05-01,revenue,Online / Digital Sales,Rev txn,4569.78
2025-06-06,revenue,Product Sales,Rev txn,1169.17
2025-04-15,revenue,Subscription Income,Rev txn,3816.45
2025-04-29,revenue,Product Sales,Rev txn,1299.33
2025-04-08,revenue,Subscription Income,Rev txn,4207.82
2025-04-27,expense,Rent / Office Space,Exp txn,169.38
2025-04-06,revenue,Online / Digital Sales,Rev txn,4515.73
2025-10-05,revenue,Other Revenue,Rev txn,4046.69
2025-03-02,revenue,Online / Digital Sales,Rev txn,3018.82
2025-12-24,expense,Rent / Office Space,Exp txn,1232.24
2025-07-13,revenue,Consulting / Retainers,Rev txn,2601.15
2025-11-18,revenue,Product Sales,Rev txn,3817.58
2025-04-17,revenue,Subscription Income,Rev txn,2724.17
2025-03-07,revenue,Other Revenue,Rev txn,94.05
2025-07-06,revenue,Product Sales,Rev txn,3626.43
2025-09-11,revenue,Online / Digital Sales,Rev txn,1536.36
2025-06-20,expense,Cost of Goods Sold (COGS),Exp txn,738.58
2025-09-19,revenue,Other Revenue,Rev txn,4540.85
2025-03-16,revenue,Other Revenue,Rev txn,3384.37
2025-02-06,expense,Cost of Goods Sold (COGS),Exp txn,1861.8
2025-08-13,revenue,Online / Digital Sales,Rev txn,692.08
2025-09-06,expense,Marketing & Advertising,Exp txn,29.82
2025-06-19,expense,Software & Subscriptions,Exp txn,1505.96
2025-03-02,revenue,Other Revenue,Rev txn,3966.46
2025-09-27,revenue,Service Revenue,Rev txn,699.82
2025-03-23,expense,Marketing & Advertising,Exp txn,1880.93
2025-10-30,revenue,Subscription Income,Rev txn,3324.81
2025-11-13,revenue,Service Revenue,Rev txn,2030.29
2025-06-18,expense,Salaries & Wages,Exp txn,1189.13
2025-10-29,expense,Software & Subscriptions,Exp txn,84.7
2025-08-29,revenue,Product Sales,Rev txn,2147.57
2025-08-27,expense,Rent / Office Space,Exp txn,202.9
2025-08-28,expense,Cost of Goods Sold (COGS),Exp txn,1925.19
2025-04-04,revenue,Other Revenue,Rev txn,631.71
2025-04-02,revenue,Consulting / Retainers,Rev txn,2681.72
2025-10-23,revenue,Service Revenue,Rev txn,3488.37
2025-07-20,revenue,Service Revenue,Rev txn,294.09
2025-06-08,expense,Cost of Goods Sold (COGS),Exp txn,758.09
2025-12-03,expense,Other Expense,Exp txn,1278.92
2025-06-07,revenue,Subscription Income,Rev txn,4617.34
2025-11-19,revenue,Online / Digital Sales,Rev txn,2878.54
2025-03-22,revenue,Service Revenue,Rev txn,2117.0
2025-10-01,expense,Rent / Office Space,Exp txn,1446.27
2025-03-29,revenue,Other Revenue,Rev txn,2880.51
2025-07-28,revenue,Service Revenue,Rev txn,434.79
2025-05-06,revenue,Service Revenue,Rev txn,1337.78
2025-02-22,expense,Marketing & Advertising,Exp txn,818.06
2025-11-19,expense,Other Expense,Exp txn,319.62
2025-04-09,revenue,Subscription Income,Rev txn,3107.86
2025-04-22,expense,Other Expense,Exp txn,1751.34
2025-03-05,revenue,Subscription Income,Rev txn,3549.49
2025-08-26,expense,Marketing & Advertising,Exp txn,1117.0
2025-09-07,revenue,Subscription Income,Rev txn,326.54
2025-12-28,revenue,Other Revenue,Rev txn,3247.36
2025-12-12,revenue,Subscription Income,Rev txn,2013.54
2025-09-05,revenue,Subscription Income,Rev txn,854.86
